"","Metabolite",".y.","group1","group2","n1","n2","statistic","df","p","p.adj","FC","Log2FC","log10p","Text","p<0.05","FDR<0.05",">2-fold Change","SigPandFold"
"691","Difenpiramide","value","PCR","RVT",14,29,-1.08574890226695,17.4664475105174,0.292,0.987016990291262,1.03581917175384,0.0507721663601358,-0.534617148551582,"</br> Difenpiramide </br>pvalue:  0.292 </br> FDR:  0.987",FALSE,FALSE,FALSE,FALSE
"692","Diginatin","value","PCR","RVT",14,29,0.759625693725595,26.8696199632798,0.454,0.99974,0.986628004692899,-0.0194218571615162,-0.342944147142896,"</br> Diginatin </br>pvalue:  0.454 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"693","Dihydro-4,4-dimethyl-2,3-furandione","value","PCR","RVT",14,29,-0.615541990109936,20.7505026072332,0.545,0.99974,1.02032646077324,0.0290308266902135,-0.263603497723358,"</br> Dihydro-4,4-dimethyl-2,3-furandione </br>pvalue:  0.545 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"694","Dihydro-5-(2-octenyl)-2(3H)-furanone","value","PCR","RVT",14,29,0.227056464278887,19.1572947990958,0.823,0.99974,0.991337871458577,-0.0125512489772962,-0.0846001647877302,"</br> Dihydro-5-(2-octenyl)-2(3H)-furanone </br>pvalue:  0.823 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"695","Dihydro-O-methylsterigmatocystin; S-[2-(N7-Guanyl)ethyl]-N-acetyl-L-cysteine","value","PCR","RVT",14,29,-0.516081596935681,26.7317342211571,0.61,0.99974,1.02707776874159,0.0385454244312262,-0.214670164989233,"</br> Dihydro-O-methylsterigmatocystin; S-[2-(N7-Guanyl)ethyl]-N-acetyl-L-cysteine </br>pvalue:  0.61 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"696","Dihydroceramide","value","PCR","RVT",14,29,0.432008758271245,35.7632162951468,0.668,0.99974,1.02885678842818,0.0410421804793452,-0.175223537524454,"</br> Dihydroceramide </br>pvalue:  0.668 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"697","Dihydrodaidzein","value","PCR","RVT",14,29,0.617560397795081,25.1950356938614,0.542,0.99974,0.958481111370897,-0.0611780936669094,-0.266000713461613,"</br> Dihydrodaidzein </br>pvalue:  0.542 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"698","Dihydrodioscorine","value","PCR","RVT",14,29,0.198375974894669,33.5324705436672,0.844,0.99974,0.99888537432624,-0.00160896179371535,-0.073657553374345,"</br> Dihydrodioscorine </br>pvalue:  0.844 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"699","Dihydrohydroxy-O-methylsterigmatocystin","value","PCR","RVT",14,29,0.580239373565218,25.4027717596308,0.567,0.99974,0.957056534332727,-0.0633239461505158,-0.246416941107093,"</br> Dihydrohydroxy-O-methylsterigmatocystin </br>pvalue:  0.567 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"700","Dihydrosterigmatocystin","value","PCR","RVT",14,29,-0.500199201044443,21.1784445660854,0.622,0.99974,1.01890064823837,0.0270133829249735,-0.206209615309181,"</br> Dihydrosterigmatocystin </br>pvalue:  0.622 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"701","Dihydroxy-Phe","value","PCR","RVT",14,29,-0.0425048009940804,18.4564462338039,0.967,0.99974,0.972757563708293,-0.0398478019230822,-0.0145735259169983,"</br> Dihydroxy-Phe </br>pvalue:  0.967 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"702","Dikegulac","value","PCR","RVT",14,29,-1.6583325220343,20.0878164166639,0.113,0.804166666666667,1.09177030664654,0.126669365123942,-0.94692155651658,"</br> Dikegulac </br>pvalue:  0.113 </br> FDR:  0.8042",FALSE,FALSE,FALSE,FALSE
"703","Dillapional","value","PCR","RVT",14,29,-0.0913288565607,25.1363933242749,0.928,0.99974,1.00525354500412,0.00755942377900053,-0.0324520237811379,"</br> Dillapional </br>pvalue:  0.928 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"704","Dimercaprol; 2-Hydroxyethanesulfonate","value","PCR","RVT",14,29,-0.668085046041574,38.1837894336243,0.508,0.99974,1.04313564476498,0.0609267717652627,-0.294136287716081,"</br> Dimercaprol; 2-Hydroxyethanesulfonate </br>pvalue:  0.508 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"705","Dimethylallylpyrophosphate","value","PCR","RVT",14,29,0.199676649516992,30.5521071575882,0.843,0.99974,0.995734464060652,-0.00616702976062406,-0.0741724253752577,"</br> Dimethylallylpyrophosphate </br>pvalue:  0.843 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"706","Dimethylaminoethylreserpilinatedihydrochloride","value","PCR","RVT",14,29,0.0136042029152896,39.3862713774046,0.989,0.99974,1.04468541380392,0.0630685688397575,-0.0048037084028206,"</br> Dimethylaminoethylreserpilinatedihydrochloride </br>pvalue:  0.989 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"707","Dinex","value","PCR","RVT",14,29,-1.15590770806247,20.6531289277048,0.261,0.953002702702703,1.05635499319201,0.0790947408074452,-0.583359492661719,"</br> Dinex </br>pvalue:  0.261 </br> FDR:  0.953",FALSE,FALSE,FALSE,FALSE
"708","Dinorcapsaicin","value","PCR","RVT",14,29,1.37740789786942,25.4998806055568,0.18,0.854240549828179,0.81656946107845,-0.292352481738374,-0.744727494896694,"</br> Dinorcapsaicin </br>pvalue:  0.18 </br> FDR:  0.8542",FALSE,FALSE,FALSE,FALSE
"709","Disaccharide","value","PCR","RVT",14,29,0.470246195111216,26.0220818173368,0.642,0.99974,0.955098756144924,-0.0662781809699633,-0.192464971931147,"</br> Disaccharide </br>pvalue:  0.642 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"710","Divanillyltetrahydrofuranferulate","value","PCR","RVT",14,29,-0.351816250091351,28.7468872510537,0.728,0.99974,1.01084774813378,0.0155657177618199,-0.137868620686963,"</br> Divanillyltetrahydrofuranferulate </br>pvalue:  0.728 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"711","Dobutamine","value","PCR","RVT",14,29,-0.176936963965947,25.7388489582286,0.861,0.99974,1.02877065302749,0.0409213936809261,-0.0649968485463452,"</br> Dobutamine </br>pvalue:  0.861 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"712","Docosadienoate(22:2n6)","value","PCR","RVT",14,29,0.958373087578428,22.3407553908771,0.348,0.99974,0.799350092024399,-0.323100594979391,-0.458420756053419,"</br> Docosadienoate(22:2n6) </br>pvalue:  0.348 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"713","Docosatrienoicacid","value","PCR","RVT",14,29,-0.267873889012003,22.0548505833657,0.791,0.99974,1.00242201794685,0.00349000855321554,-0.101823516502323,"</br> Docosatrienoicacid </br>pvalue:  0.791 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"714","Dodecanedioicacid","value","PCR","RVT",14,29,-1.37341317808055,31.0566998183601,0.179,0.854240549828179,1.11794050545254,0.160843412892681,-0.747146969020107,"</br> Dodecanedioicacid </br>pvalue:  0.179 </br> FDR:  0.8542",FALSE,FALSE,FALSE,FALSE
"715","Dodecanoicacid(FA12:0)","value","PCR","RVT",14,29,1.57170074278217,15.2719841078209,0.137,0.805403846153846,0.762133275210009,-0.391884789200464,-0.863279432843593,"</br> Dodecanoicacid(FA12:0) </br>pvalue:  0.137 </br> FDR:  0.8054",FALSE,FALSE,FALSE,FALSE
"716","Dofetilide; Folate","value","PCR","RVT",14,29,-1.15007663957657,21.5876546439721,0.263,0.95514247311828,1.0947055429814,0.130542861781802,-0.580044251510242,"</br> Dofetilide; Folate </br>pvalue:  0.263 </br> FDR:  0.9551",FALSE,FALSE,FALSE,FALSE
"717","Dolicholide","value","PCR","RVT",14,29,-0.107325222066916,37.423276592066,0.915,0.99974,1.03130747656608,0.0444745255122865,-0.0385789059335517,"</br> Dolicholide </br>pvalue:  0.915 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"718","Dolichosterone","value","PCR","RVT",14,29,0.450921631284921,25.7188123579835,0.656,0.99974,0.973367118189387,-0.0389440558640941,-0.18309616062434,"</br> Dolichosterone </br>pvalue:  0.656 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"719","Domesticoside","value","PCR","RVT",14,29,-0.577594152447617,22.724493118729,0.569,0.99974,1.03532943997477,0.050089903756491,-0.244887733604929,"</br> Domesticoside </br>pvalue:  0.569 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"720","Dopamine","value","PCR","RVT",14,29,-2.17362181737124,40.0738554171453,0.0357,0.591474390243902,1.82297220118251,0.866292561639297,-1.44733178388781,"</br> Dopamine </br>pvalue:  0.0357 </br> FDR:  0.5915",TRUE,FALSE,FALSE,FALSE
"721","DulciolC","value","PCR","RVT",14,29,-1.35972837795109,31.5999457367836,0.184,0.854240549828179,1.06997284280958,0.0975741797655314,-0.735182176990464,"</br> DulciolC </br>pvalue:  0.184 </br> FDR:  0.8542",FALSE,FALSE,FALSE,FALSE
"722","Duloxetine","value","PCR","RVT",14,29,-0.846337914587118,24.420325857764,0.406,0.99974,1.05226982930006,0.0735046965293517,-0.391473966422806,"</br> Duloxetine </br>pvalue:  0.406 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"723","DynemicinA","value","PCR","RVT",14,29,0.0570801898433261,40.7293306644293,0.955,0.99974,1.00414130841222,0.00596230773525633,-0.0199966284162537,"</br> DynemicinA </br>pvalue:  0.955 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"724","EPTC","value","PCR","RVT",14,29,-0.745001897285757,19.017341790644,0.465,0.99974,1.02306728898058,0.0329010368584529,-0.332547047110046,"</br> EPTC </br>pvalue:  0.465 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"725","Ecdysone","value","PCR","RVT",14,29,-0.673483523015186,39.7622768622613,0.505,0.99974,1.07604219873269,0.105734656620021,-0.296708621881339,"</br> Ecdysone </br>pvalue:  0.505 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"726","EdeticAcid","value","PCR","RVT",14,29,0.398283021230426,25.977258513367,0.694,0.99974,0.980020296821035,-0.0291164662515317,-0.158640529545145,"</br> EdeticAcid </br>pvalue:  0.694 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"727","Edultin","value","PCR","RVT",14,29,-0.0469666124038156,28.556099441273,0.963,0.99974,1.01430875302964,0.0204968719299903,-0.0163737128754655,"</br> Edultin </br>pvalue:  0.963 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"728","Eicosadienoicacid","value","PCR","RVT",14,29,0.2343401038168,26.8871553528585,0.816,0.99974,0.959205068025316,-0.0600888135375665,-0.0883098412461389,"</br> Eicosadienoicacid </br>pvalue:  0.816 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"729","Eicosapentaenoicacid","value","PCR","RVT",14,29,0.0901093926698678,19.7248366102173,0.929,0.99974,0.979295373581772,-0.0301840259366092,-0.0319842860063582,"</br> Eicosapentaenoicacid </br>pvalue:  0.929 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"730","EleutherosideB1","value","PCR","RVT",14,29,0.808539043795376,29.9971400686453,0.425,0.99974,0.97821203810348,-0.0317808759637258,-0.371611069949688,"</br> EleutherosideB1 </br>pvalue:  0.425 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"731","Epanolol","value","PCR","RVT",14,29,-0.308260812277892,27.4265362200247,0.76,0.99974,1.02362429434201,0.0336862933172899,-0.119186407719209,"</br> Epanolol </br>pvalue:  0.76 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"732","Epicatechin-(2beta->7,4beta->6)-catechin","value","PCR","RVT",14,29,-0.121781478653009,35.275439982285,0.904,0.99974,1.01463004346883,0.020953784802842,-0.0438315695246367,"</br> Epicatechin-(2beta->7,4beta->6)-catechin </br>pvalue:  0.904 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"733","Epigallocatechingallate","value","PCR","RVT",14,29,1.06928824929632,37.0867604098977,0.292,0.987016990291262,0.970020779873842,-0.0439124417114807,-0.534617148551582,"</br> Epigallocatechingallate </br>pvalue:  0.292 </br> FDR:  0.987",FALSE,FALSE,FALSE,FALSE
"734","Eplerenone","value","PCR","RVT",14,29,0.595660703000561,33.9172587819028,0.555,0.99974,0.981429688983071,-0.0270431802156962,-0.255707016877324,"</br> Eplerenone </br>pvalue:  0.555 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"735","EpothiloneD","value","PCR","RVT",14,29,-0.44064583982935,20.3142261971196,0.664,0.99974,1.02649432100769,0.0377256458812913,-0.177831920631982,"</br> EpothiloneD </br>pvalue:  0.664 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"736","Epoxyeremopetasinorol","value","PCR","RVT",14,29,0.687063792497307,35.2096766567374,0.497,0.99974,0.981595628196335,-0.0267992713078077,-0.303643611266668,"</br> Epoxyeremopetasinorol </br>pvalue:  0.497 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"737","Eremopetasinorol","value","PCR","RVT",14,29,-0.887096883073337,32.6386907694026,0.382,0.99974,1.02302770662144,0.0328452180686377,-0.417936637088291,"</br> Eremopetasinorol </br>pvalue:  0.382 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"738","ErinacineP","value","PCR","RVT",14,29,-0.543926927431376,28.6502028572806,0.591,0.99974,1.01503855172979,0.02153452281258,-0.228412519118745,"</br> ErinacineP </br>pvalue:  0.591 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"739","Erucicacid","value","PCR","RVT",14,29,-0.155153224316261,33.5174273523797,0.878,0.99974,1.09440578942231,0.13014776723408,-0.0565054840938974,"</br> Erucicacid </br>pvalue:  0.878 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"740","Estronesulfate","value","PCR","RVT",14,29,0.276174320727532,26.3119823944051,0.785,0.99974,0.987574695059859,-0.0180382245664145,-0.105130343254747,"</br> Estronesulfate </br>pvalue:  0.785 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"741","Ethylbeta-D-glucopyranoside","value","PCR","RVT",14,29,0.572354131168924,33.3753316127282,0.571,0.99974,0.981874319352392,-0.0263897245745005,-0.243363891754152,"</br> Ethylbeta-D-glucopyranoside </br>pvalue:  0.571 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"742","Ethylcinnamate","value","PCR","RVT",14,29,-0.434148070693066,22.2892324702099,0.668,0.99974,1.02034586822813,0.0290582676845662,-0.175223537524454,"</br> Ethylcinnamate </br>pvalue:  0.668 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"743","Ethylenebrassylate","value","PCR","RVT",14,29,-0.683206920603093,38.7290546529581,0.499,0.99974,1.02850716559584,0.0405518451351556,-0.30189945437661,"</br> Ethylenebrassylate </br>pvalue:  0.499 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"744","Ethylisovalerate","value","PCR","RVT",14,29,0.216942870579522,30.0226954206687,0.83,0.99974,0.99461479370942,-0.00779020521814267,-0.0809219076239261,"</br> Ethylisovalerate </br>pvalue:  0.83 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"745","Ethyltiglate","value","PCR","RVT",14,29,0.50510015912982,18.0572143481362,0.62,0.99974,0.913375294563729,-0.130720327387456,-0.207608310501746,"</br> Ethyltiglate </br>pvalue:  0.62 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"746","Ethyltrans-p-methoxycinnamate","value","PCR","RVT",14,29,-0.551479271113455,20.7455396768351,0.587,0.99974,1.02442509658475,0.0348145019321116,-0.231361898752386,"</br> Ethyltrans-p-methoxycinnamate </br>pvalue:  0.587 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"747","Ethylvanillinisobutyrate","value","PCR","RVT",14,29,0.0148644158908556,21.3636138049195,0.988,0.99974,0.997278899654627,-0.00393106881929405,-0.00524305541237188,"</br> Ethylvanillinisobutyrate </br>pvalue:  0.988 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"748","Etorphine","value","PCR","RVT",14,29,0.799609524581288,23.6730743553032,0.432,0.99974,0.956397844483434,-0.0643172163607867,-0.364516253185088,"</br> Etorphine </br>pvalue:  0.432 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"749","Eugenitin","value","PCR","RVT",14,29,-0.976367834742346,33.410696279068,0.336,0.99974,1.05777423953862,0.0810317463054465,-0.473660722610156,"</br> Eugenitin </br>pvalue:  0.336 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"750","Eugenylbenzoate","value","PCR","RVT",14,29,-0.363537289873766,26.827744079606,0.719,0.99974,1.02133822826311,0.0304607109092049,-0.143271109617117,"</br> Eugenylbenzoate </br>pvalue:  0.719 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"751","Eupatilin","value","PCR","RVT",14,29,0.0660336234798451,32.2637895072832,0.948,0.99974,1.01624241316669,0.0232445817933853,-0.0231916626619338,"</br> Eupatilin </br>pvalue:  0.948 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"752","FAD(ox)","value","PCR","RVT",14,29,0.313314349544136,35.184131910252,0.756,0.99974,0.993692148861746,-0.00912912851341607,-0.121478204498793,"</br> FAD(ox) </br>pvalue:  0.756 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"753","FAHFA(16:0/9-O-18:0)","value","PCR","RVT",14,29,1.62890923758267,14.647080221089,0.125,0.804166666666667,0.524365373888789,-0.931355673569233,-0.903089986991944,"</br> FAHFA(16:0/9-O-18:0) </br>pvalue:  0.125 </br> FDR:  0.8042",FALSE,FALSE,FALSE,FALSE
"754","FAHFA(18:1(9Z)/12-O-18:0)","value","PCR","RVT",14,29,1.49425099037382,15.4498573889182,0.155,0.805403846153846,0.30059391449814,-1.73411229259325,-0.809668301829709,"</br> FAHFA(18:1(9Z)/12-O-18:0) </br>pvalue:  0.155 </br> FDR:  0.8054",FALSE,FALSE,TRUE,FALSE
"755","Famotidine","value","PCR","RVT",14,29,2.68912145222106,34.0337404364456,0.011,0.51338,0.870802784259666,-0.199582074555558,-1.95860731484178,"</br> Famotidine </br>pvalue:  0.011 </br> FDR:  0.5134",TRUE,FALSE,FALSE,FALSE
"756","Faropenemsodium","value","PCR","RVT",14,29,-0.480589946499042,20.2395610410393,0.636,0.99974,1.01993566991091,0.0284781604053067,-0.196542884351586,"</br> Faropenemsodium </br>pvalue:  0.636 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"757","FasciculolC","value","PCR","RVT",14,29,-0.43160779117228,40.5329501964602,0.668,0.99974,1.08327538506128,0.115400044570008,-0.175223537524454,"</br> FasciculolC </br>pvalue:  0.668 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"758","Felbamate","value","PCR","RVT",14,29,-0.663210656841002,18.0920607931015,0.516,0.99974,1.02704089375384,0.0384936266817246,-0.287350298372789,"</br> Felbamate </br>pvalue:  0.516 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"759","Feruloyl-CoA","value","PCR","RVT",14,29,1.10554617209163,36.803912160383,0.276,0.962023136246787,0.965056191267193,-0.051315147840967,-0.559090917934782,"</br> Feruloyl-CoA </br>pvalue:  0.276 </br> FDR:  0.962",FALSE,FALSE,FALSE,FALSE
"760","Fexofenadine","value","PCR","RVT",14,29,1.16495116661686,38.9506407328635,0.251,0.941947222222222,0.952612332905194,-0.070038868350042,-0.600326278518962,"</br> Fexofenadine </br>pvalue:  0.251 </br> FDR:  0.9419",FALSE,FALSE,FALSE,FALSE
"761","Formimino-Glu","value","PCR","RVT",14,29,-1.44797958066261,26.4576953343887,0.159,0.813670454545455,1.08316352113613,0.115251057649811,-0.798602875679548,"</br> Formimino-Glu </br>pvalue:  0.159 </br> FDR:  0.8137",FALSE,FALSE,FALSE,FALSE
"762","Formyl-Met; Polyvidone","value","PCR","RVT",14,29,-0.560846351136296,32.8602175358001,0.579,0.99974,1.03689841624989,0.0522745618935052,-0.237321436272564,"</br> Formyl-Met; Polyvidone </br>pvalue:  0.579 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"763","FortimicinA; 7a,12a-Dihydroxy-3-oxo-4-cholenoicacid","value","PCR","RVT",14,29,-0.483500272902891,20.7041830613136,0.634,0.99974,1.02199661924076,0.0313904238561022,-0.197910742118267,"</br> FortimicinA; 7a,12a-Dihydroxy-3-oxo-4-cholenoicacid </br>pvalue:  0.634 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"764","Fosamine","value","PCR","RVT",14,29,0.352910231930379,39.5074154628829,0.726,0.99974,0.998092065029654,-0.00275519752550265,-0.139063379299906,"</br> Fosamine </br>pvalue:  0.726 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"765","Fuberidazole","value","PCR","RVT",14,29,2.47725354464064,32.5467314888341,0.0186,0.571104545454545,0.799015679433501,-0.32370428082171,-1.73048705578208,"</br> Fuberidazole </br>pvalue:  0.0186 </br> FDR:  0.5711",TRUE,FALSE,FALSE,FALSE
"766","Furmecyclox","value","PCR","RVT",14,29,-0.272840034825182,32.2155118384507,0.787,0.99974,1.01336100040583,0.019148212358946,-0.104025267640935,"</br> Furmecyclox </br>pvalue:  0.787 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"767","Furoicacid","value","PCR","RVT",14,29,-1.10556646558241,35.2173309236216,0.276,0.962023136246787,1.06944117653956,0.096857130797903,-0.559090917934782,"</br> Furoicacid </br>pvalue:  0.276 </br> FDR:  0.962",FALSE,FALSE,FALSE,FALSE
"768","Futalosine","value","PCR","RVT",14,29,0.141078271225396,24.1455395597139,0.889,0.99974,0.993192358607108,-0.00985493309274451,-0.0510982390297863,"</br> Futalosine </br>pvalue:  0.889 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"769","GDP","value","PCR","RVT",14,29,-0.904073981148946,34.0069625156744,0.372,0.99974,1.22222451874161,0.289509327973732,-0.429457060118102,"</br> GDP </br>pvalue:  0.372 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"770","GDP-L-fucose","value","PCR","RVT",14,29,-0.990235588735803,38.1688014780115,0.328,0.99974,1.08956002933578,0.123745683961183,-0.484126156288321,"</br> GDP-L-fucose </br>pvalue:  0.328 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"771","GDP-hexose","value","PCR","RVT",14,29,-0.607377504777193,25.9079507165851,0.549,0.99974,1.04813072610165,0.0678186654792051,-0.260427655549908,"</br> GDP-hexose </br>pvalue:  0.549 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"772","GMP","value","PCR","RVT",14,29,-1.62504241090932,40.37065590282,0.112,0.804166666666667,1.140032212227,0.189074589094922,-0.950781977329818,"</br> GMP </br>pvalue:  0.112 </br> FDR:  0.8042",FALSE,FALSE,FALSE,FALSE
"773","GTP","value","PCR","RVT",14,29,-1.27736250269751,40.9904168801079,0.209,0.887921383647799,1.03642392340052,0.0516142222255396,-0.679853713888946,"</br> GTP </br>pvalue:  0.209 </br> FDR:  0.8879",FALSE,FALSE,FALSE,FALSE
"774","Gabapentin","value","PCR","RVT",14,29,-0.505373692835885,40.841325019466,0.616,0.99974,2.92850830218642,1.55016598442735,-0.210419287835575,"</br> Gabapentin </br>pvalue:  0.616 </br> FDR:  0.9997",FALSE,FALSE,TRUE,FALSE
"775","Galactaricacid","value","PCR","RVT",14,29,-0.39844584652384,40.9979455281265,0.692,0.99974,1.04736351562035,0.0667622552213125,-0.159893905543242,"</br> Galactaricacid </br>pvalue:  0.692 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"776","Galactose-beta-1,4-xylose","value","PCR","RVT",14,29,0.2203368742459,37.758833115194,0.827,0.99974,1.00772934374876,0.0111082113937567,-0.0824944904474534,"</br> Galactose-beta-1,4-xylose </br>pvalue:  0.827 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"777","Galactosylglycerol","value","PCR","RVT",14,29,-0.514011955934398,40.2916850693006,0.61,0.99974,1.09894033930721,0.136113065521012,-0.214670164989233,"</br> Galactosylglycerol </br>pvalue:  0.61 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"778","Gamma-Tocopherol","value","PCR","RVT",14,29,1.74804231198528,33.3519717001906,0.0897,0.773213836477987,0.823620324505647,-0.279948663045277,-1.04720755695591,"</br> Gamma-Tocopherol </br>pvalue:  0.0897 </br> FDR:  0.7732",FALSE,FALSE,FALSE,FALSE
"779","Gamma-Tocotrienol","value","PCR","RVT",14,29,0.0971611302518122,20.9392561433675,0.924,0.99974,0.99638906650753,-0.0052189040813042,-0.0343280287798933,"</br> Gamma-Tocotrienol </br>pvalue:  0.924 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"780","GanodericacidL; Integerrenine","value","PCR","RVT",14,29,-2.25856313056286,40.1078906749562,0.0294,0.584816438356164,1.08180770893202,0.113444083245919,-1.53165266958784,"</br> GanodericacidL; Integerrenine </br>pvalue:  0.0294 </br> FDR:  0.5848",TRUE,FALSE,FALSE,FALSE
"781","GanoderiolC","value","PCR","RVT",14,29,-0.0753973460743619,38.7085099095337,0.94,0.99974,1.02943487485316,0.0418525636289501,-0.0268721464003014,"</br> GanoderiolC </br>pvalue:  0.94 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"782","Gentisicacid","value","PCR","RVT",14,29,-1.4812003123287,36.4580666959047,0.147,0.805403846153846,1.0604972566188,0.0847408887915495,-0.832682665251824,"</br> Gentisicacid </br>pvalue:  0.147 </br> FDR:  0.8054",FALSE,FALSE,FALSE,FALSE
"783","Geranyl3-methylbutanoate","value","PCR","RVT",14,29,-0.17450918089563,39.9931788737065,0.862,0.99974,1.01708834106109,0.0244449925441424,-0.0644927341752872,"</br> Geranyl3-methylbutanoate </br>pvalue:  0.862 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"784","Geranylacetoacetate","value","PCR","RVT",14,29,-1.22034220801437,35.1509809320999,0.23,0.922047477744807,1.03417019075609,0.0484736258417343,-0.638272163982407,"</br> Geranylacetoacetate </br>pvalue:  0.23 </br> FDR:  0.922",FALSE,FALSE,FALSE,FALSE
"785","Geranylformate","value","PCR","RVT",14,29,-5.2445212881585,34.608657453546,7.89e-06,0.01065939,1.10958195414342,0.150016229472505,-5.10292299679058,"</br> Geranylformate </br>pvalue:  0 </br> FDR:  0.0107",TRUE,TRUE,FALSE,FALSE
"786","GibberellinA105","value","PCR","RVT",14,29,1.69809689114685,19.9465803452756,0.105,0.804166666666667,0.911425203688574,-0.133803828853571,-0.978810700930062,"</br> GibberellinA105 </br>pvalue:  0.105 </br> FDR:  0.8042",FALSE,FALSE,FALSE,FALSE
"787","GibberellinA113","value","PCR","RVT",14,29,0.118133496654192,36.5707646388928,0.907,0.99974,1.002154085348,0.00310434593524746,-0.0423927129399047,"</br> GibberellinA113 </br>pvalue:  0.907 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
"788","GibberellinA3","value","PCR","RVT",14,29,-0.220994407937284,29.2855326660006,0.827,0.99974,1.02228213619357,0.031793415760705,-0.0824944904474534,"</br> GibberellinA3 </br>pvalue:  0.827 </br> FDR:  0.9997",FALSE,FALSE,FALSE,FALSE
